Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created,Actual_Churn,Predicted_Churn
3,7,2.97,9,Laptop,Romance,South America,Delayed,Premium,1,18,2852,Yes,5,1,1
54,7,3.93,9,Smart TV,Sci-fi,Europe,Delayed,Basic,10,19,2680,No,4,0,0
10,3,1.67,3,Laptop,Romance,South America,On-Time,Basic,3,26,4773,Yes,1,0,0
19,9,2.52,7,Laptop,Drama,North America,On-Time,Premium,1,27,9530,Yes,5,0,0
49,1,4.6,1,Tablet,Comedy,Europe,On-Time,Premium,0,68,1520,Yes,5,0,0
42,8,4.83,8,Mobile,Sci-fi,North America,On-Time,Basic,8,22,6403,No,5,0,0
34,8,3.91,9,Laptop,Romance,North America,On-Time,Standard,5,51,9130,Yes,2,0,0
55,3,3.03,5,Mobile,Comedy,South America,On-Time,Standard,7,57,3699,No,3,0,0
1,8,5.85,10,Tablet,Romance,Europe,On-Time,Basic,5,55,6343,Yes,2,0,0
29,3,2.32,3,Mobile,Action,Europe,On-Time,Basic,6,61,2404,Yes,5,0,0
23,4,4.11,2,Smart TV,Action,South America,On-Time,Standard,0,21,5131,Yes,2,0,0
3,10,5.09,10,Smart TV,Action,Asia,On-Time,Standard,1,50,8837,No,4,0,0
24,10,4.74,7,Smart TV,Drama,Oceania,Delayed,Standard,4,43,1370,Yes,3,1,1
6,5,4.34,3,Mobile,Comedy,North America,On-Time,Basic,0,45,9109,Yes,2,0,0
20,7,1.31,9,Mobile,Comedy,Africa,On-Time,Basic,6,57,4352,Yes,5,0,0
14,7,2.71,10,Mobile,Action,South America,On-Time,Standard,5,33,7855,Yes,5,0,0
46,3,2.47,4,Laptop,Action,North America,On-Time,Basic,6,50,5472,Yes,2,0,0
23,7,1.77,9,Laptop,Drama,Europe,On-Time,Standard,10,50,2338,Yes,1,0,0
37,3,4.55,4,Mobile,Drama,South America,On-Time,Basic,4,49,5290,Yes,2,0,0
8,3,4.57,5,Mobile,Sci-fi,Asia,On-Time,Basic,2,70,8325,Yes,2,0,0
12,7,3.86,8,Laptop,Sci-fi,Africa,On-Time,Basic,3,64,4597,Yes,1,0,0
8,9,4.57,10,Tablet,Comedy,Europe,On-Time,Basic,5,24,4112,Yes,1,0,0
11,7,2.43,8,Mobile,Comedy,Africa,On-Time,Basic,4,52,2221,No,1,0,0
9,10,4.51,7,Tablet,Sci-fi,Asia,On-Time,Standard,0,57,3398,No,5,0,0
21,10,2.27,8,Laptop,Comedy,Oceania,On-Time,Basic,5,19,3335,Yes,1,0,0
9,3,2.08,1,Smart TV,Romance,Oceania,On-Time,Standard,7,31,9452,Yes,4,0,0
3,8,4.93,7,Laptop,Sci-fi,Oceania,Delayed,Standard,9,21,4975,Yes,4,1,1
57,10,2.74,8,Smart TV,Romance,North America,On-Time,Basic,8,64,9326,Yes,1,0,0
6,8,3.05,9,Mobile,Romance,Oceania,On-Time,Basic,6,41,5359,No,3,0,0
19,8,2.65,8,Tablet,Comedy,Oceania,On-Time,Premium,5,62,8954,Yes,2,0,0
35,3,5.18,4,Mobile,Sci-fi,Europe,On-Time,Basic,7,66,6526,No,2,0,0
54,5,3.45,3,Tablet,Action,Oceania,Delayed,Premium,10,29,3104,Yes,5,0,0
28,7,2.08,10,Laptop,Romance,Africa,On-Time,Basic,1,37,3651,Yes,4,0,0
27,9,2.9,10,Mobile,Romance,Oceania,On-Time,Basic,0,45,4677,Yes,3,0,0
19,3,1.71,4,Tablet,Drama,North America,On-Time,Basic,7,42,8180,Yes,2,0,0
57,9,3.23,7,Smart TV,Romance,Oceania,Delayed,Basic,10,48,7023,No,2,0,0
2,5,5.77,2,Smart TV,Sci-fi,North America,Delayed,Premium,6,21,2188,Yes,5,1,1
42,6,2.22,3,Laptop,Action,Oceania,On-Time,Premium,6,64,2232,Yes,4,0,0
11,3,4.38,5,Mobile,Comedy,Europe,On-Time,Basic,4,42,1227,No,5,1,1
46,5,1.92,4,Smart TV,Comedy,Europe,Delayed,Basic,8,55,4477,Yes,2,0,0
21,5,3.9,2,Smart TV,Action,North America,On-Time,Basic,8,66,8400,Yes,1,0,0
50,1,4.53,1,Smart TV,Drama,South America,On-Time,Standard,9,49,7990,Yes,5,0,0
24,9,2.88,10,Tablet,Action,Oceania,Delayed,Basic,2,35,7628,Yes,2,1,1
24,7,3.2,8,Smart TV,Romance,Oceania,On-Time,Standard,6,40,2107,No,3,0,0
51,9,2.07,10,Laptop,Action,Oceania,On-Time,Premium,2,19,7477,Yes,5,0,0
18,8,1.7,9,Laptop,Romance,South America,On-Time,Basic,0,48,1397,Yes,2,0,0
31,10,4.34,8,Smart TV,Comedy,North America,On-Time,Basic,4,33,7476,Yes,3,0,0
55,5,4.33,2,Laptop,Drama,Oceania,On-Time,Premium,3,62,8471,Yes,3,0,0
55,10,1.29,7,Mobile,Action,Africa,On-Time,Standard,7,43,8898,Yes,5,0,0
37,9,4.64,9,Laptop,Sci-fi,Asia,Delayed,Basic,9,67,4496,Yes,4,0,0
56,4,2.22,6,Mobile,Romance,Africa,On-Time,Basic,8,24,3214,No,5,0,0
53,7,3.75,9,Mobile,Comedy,South America,Delayed,Basic,4,27,8115,Yes,5,0,0
57,6,1.61,2,Laptop,Romance,North America,On-Time,Premium,9,44,7982,No,5,0,0
58,7,3.62,8,Tablet,Drama,North America,Delayed,Standard,5,33,6326,No,2,0,0
19,5,3.55,6,Smart TV,Comedy,Oceania,On-Time,Basic,0,19,3223,Yes,3,0,0
52,7,2.59,10,Smart TV,Comedy,South America,On-Time,Basic,9,23,5351,Yes,2,0,0
2,8,2.93,10,Tablet,Comedy,Europe,Delayed,Premium,3,67,7309,Yes,5,1,1
27,7,3.73,10,Mobile,Sci-fi,Oceania,Delayed,Basic,3,28,5666,No,3,0,0
47,7,3.22,7,Mobile,Sci-fi,Africa,On-Time,Premium,8,25,5180,Yes,3,0,0
33,7,1.88,7,Laptop,Drama,Europe,Delayed,Basic,8,19,7392,Yes,2,0,0
59,7,2.42,7,Smart TV,Action,South America,Delayed,Basic,2,19,3303,Yes,1,0,0
36,9,1.39,8,Laptop,Sci-fi,Europe,Delayed,Basic,8,26,2718,Yes,2,0,0
32,4,1.42,1,Tablet,Comedy,Africa,Delayed,Basic,1,47,6955,Yes,5,0,0
25,10,5.75,7,Tablet,Action,South America,On-Time,Basic,3,52,2517,Yes,2,0,0
13,5,1.76,3,Smart TV,Action,North America,Delayed,Basic,6,55,3888,Yes,1,1,1
50,7,4.12,8,Laptop,Drama,Oceania,On-Time,Basic,1,19,3705,Yes,3,0,0
14,10,2.06,7,Tablet,Sci-fi,Africa,On-Time,Standard,3,64,4387,Yes,3,0,0
25,10,2.76,9,Smart TV,Action,Oceania,On-Time,Standard,8,21,6239,Yes,5,0,0
13,6,2.31,6,Mobile,Comedy,North America,On-Time,Standard,10,52,3026,No,5,1,1
51,7,4.5,10,Mobile,Comedy,Africa,Delayed,Basic,6,27,9448,Yes,5,0,0
37,9,3.95,8,Smart TV,Romance,North America,On-Time,Premium,6,35,6933,Yes,2,0,0
47,1,1.47,2,Tablet,Romance,Africa,On-Time,Basic,4,51,2953,No,3,0,0
20,8,1.43,10,Mobile,Action,North America,On-Time,Premium,8,34,6212,Yes,2,0,0
17,8,3.01,7,Smart TV,Romance,Asia,On-Time,Premium,1,58,5964,Yes,4,0,0
26,7,5.6,8,Mobile,Sci-fi,Asia,Delayed,Standard,5,39,2209,Yes,2,0,0
44,6,1.8,2,Smart TV,Sci-fi,South America,Delayed,Standard,5,41,2131,Yes,2,0,0
46,10,5.63,9,Smart TV,Romance,North America,Delayed,Basic,9,49,3293,No,5,0,0
15,9,3.09,7,Smart TV,Comedy,Africa,Delayed,Basic,1,39,9949,No,5,1,1
36,8,3.01,9,Laptop,Comedy,South America,On-Time,Premium,4,44,7491,No,5,0,0
12,8,1.5,9,Laptop,Action,Europe,Delayed,Standard,7,49,1531,Yes,3,1,1
24,8,3.77,10,Mobile,Drama,North America,Delayed,Standard,1,49,6566,No,2,1,1
41,9,4.54,7,Tablet,Comedy,Europe,Delayed,Standard,10,67,1671,Yes,5,0,0
8,10,5.84,10,Smart TV,Drama,Oceania,Delayed,Premium,10,52,6974,No,5,1,1
20,6,3.25,1,Tablet,Romance,South America,On-Time,Basic,8,67,3665,Yes,4,0,0
30,5,1.48,4,Smart TV,Romance,North America,On-Time,Basic,4,29,6260,Yes,3,0,0
51,8,4.98,10,Tablet,Romance,South America,On-Time,Premium,5,52,2540,Yes,4,0,0
40,2,5.44,1,Smart TV,Romance,Asia,Delayed,Basic,5,18,6360,Yes,5,0,0
2,9,4.28,8,Tablet,Drama,Africa,On-Time,Basic,2,25,9812,Yes,5,0,0
12,6,1.88,1,Tablet,Comedy,Africa,On-Time,Standard,4,23,4742,Yes,2,0,0
48,7,1.39,10,Smart TV,Sci-fi,Europe,On-Time,Basic,1,18,7043,Yes,5,0,0
51,10,4.31,10,Smart TV,Drama,North America,On-Time,Basic,8,52,7247,No,5,0,0
57,8,2.33,8,Laptop,Romance,South America,Delayed,Basic,10,24,5466,Yes,4,0,0
24,9,4.71,10,Laptop,Drama,Africa,On-Time,Basic,0,20,1209,Yes,1,0,0
36,8,3.57,10,Smart TV,Romance,Africa,On-Time,Premium,9,43,9966,No,3,0,0
15,7,4.34,10,Tablet,Comedy,Asia,On-Time,Basic,10,20,6192,Yes,4,0,0
23,8,5.07,9,Mobile,Sci-fi,Oceania,On-Time,Standard,0,46,6652,No,2,0,0
35,8,5.49,7,Mobile,Romance,Europe,Delayed,Basic,3,41,7332,Yes,1,0,0
5,10,2.44,8,Tablet,Comedy,North America,On-Time,Basic,5,51,4642,Yes,1,0,0
37,3,4.83,2,Smart TV,Action,Europe,On-Time,Standard,0,31,3455,Yes,3,0,0
51,5,1.65,1,Tablet,Sci-fi,Africa,On-Time,Basic,3,53,4897,Yes,2,0,0
13,7,4.66,10,Laptop,Romance,Europe,On-Time,Standard,8,27,1865,Yes,1,0,0
43,1,3.95,2,Tablet,Drama,Asia,Delayed,Premium,9,62,2912,No,3,0,0
54,9,1.57,9,Smart TV,Comedy,Asia,On-Time,Premium,9,27,2470,Yes,1,0,0
42,8,3.78,9,Mobile,Action,Oceania,Delayed,Standard,2,45,8684,Yes,2,0,0
28,4,3.55,1,Mobile,Comedy,North America,Delayed,Standard,10,34,9231,No,2,0,0
35,9,1.11,9,Laptop,Drama,North America,On-Time,Basic,6,41,3265,No,2,0,0
5,1,3.1,2,Tablet,Drama,North America,On-Time,Basic,4,42,6365,No,4,1,1
28,7,2.82,9,Laptop,Action,Oceania,On-Time,Basic,8,31,7889,No,1,0,0
49,9,3.13,10,Tablet,Sci-fi,Africa,On-Time,Basic,5,26,3628,No,3,0,0
60,3,1.13,4,Smart TV,Romance,South America,On-Time,Basic,1,53,8162,Yes,3,0,0
15,9,1.63,10,Mobile,Romance,Europe,Delayed,Basic,4,33,7807,Yes,3,1,1
3,9,3.16,10,Laptop,Comedy,Africa,Delayed,Standard,5,22,1647,Yes,5,1,1
4,7,1.21,7,Mobile,Comedy,Africa,Delayed,Basic,9,37,5770,Yes,3,1,1
54,8,5.49,10,Laptop,Comedy,North America,On-Time,Basic,2,42,6549,Yes,2,0,0
46,7,1.24,7,Tablet,Action,North America,On-Time,Basic,3,65,2924,No,1,0,0
2,3,5.76,5,Mobile,Sci-fi,Asia,On-Time,Premium,3,29,6932,Yes,1,0,0
20,5,5.14,1,Tablet,Sci-fi,Asia,On-Time,Basic,1,55,1423,No,4,1,1
29,6,1.54,2,Tablet,Comedy,Africa,On-Time,Basic,3,23,8389,Yes,1,0,0
25,10,5.58,7,Smart TV,Romance,Africa,Delayed,Premium,4,29,9139,No,5,0,0
7,9,2.3,9,Mobile,Sci-fi,South America,On-Time,Basic,1,60,3540,Yes,2,0,0
29,7,1.41,7,Smart TV,Drama,Europe,On-Time,Basic,0,60,4768,Yes,1,0,0
5,9,1.39,8,Laptop,Comedy,North America,On-Time,Premium,1,54,2189,Yes,5,0,0
51,2,5.43,4,Laptop,Sci-fi,Africa,On-Time,Standard,8,58,5796,Yes,5,0,0
25,10,1.88,10,Laptop,Action,North America,On-Time,Basic,9,41,4780,Yes,5,0,0
26,9,1.37,7,Laptop,Romance,North America,On-Time,Basic,5,41,8736,No,1,0,0
19,8,4.72,8,Mobile,Drama,Africa,On-Time,Premium,5,28,6951,Yes,5,0,0
27,6,4.52,2,Laptop,Sci-fi,Europe,On-Time,Basic,4,25,2466,Yes,4,0,0
16,7,4.92,10,Laptop,Romance,South America,Delayed,Basic,10,59,4210,Yes,1,1,1
5,3,4.13,3,Mobile,Comedy,Asia,On-Time,Premium,7,57,1408,No,5,0,0
53,8,1.23,10,Smart TV,Sci-fi,South America,On-Time,Premium,3,62,8234,Yes,2,0,0
45,10,2.36,10,Laptop,Drama,Europe,On-Time,Premium,6,59,6917,Yes,5,0,0
59,10,2.67,10,Mobile,Action,Africa,On-Time,Basic,1,29,9934,Yes,3,0,0
17,10,3.56,10,Smart TV,Sci-fi,South America,On-Time,Premium,4,66,3361,No,1,0,0
59,9,3.32,9,Laptop,Drama,Africa,On-Time,Premium,10,23,6080,Yes,4,0,0
43,3,3.71,3,Tablet,Romance,Oceania,On-Time,Basic,4,23,1710,Yes,1,0,0
30,9,5.0,7,Mobile,Sci-fi,Europe,On-Time,Standard,8,24,8826,Yes,3,0,0
16,4,2.29,6,Tablet,Sci-fi,Africa,On-Time,Basic,7,20,8425,No,4,1,1
31,5,3.75,1,Tablet,Romance,North America,Delayed,Standard,0,51,9893,No,1,0,0
54,1,3.29,1,Laptop,Romance,South America,On-Time,Basic,8,46,6841,Yes,1,0,0
52,7,4.12,8,Tablet,Drama,Oceania,On-Time,Premium,10,65,6705,No,2,0,0
58,10,3.93,8,Laptop,Sci-fi,Africa,On-Time,Basic,5,29,8071,No,2,0,0
16,10,2.6,10,Smart TV,Romance,Europe,On-Time,Basic,4,35,9794,No,1,0,0
34,10,1.88,10,Tablet,Drama,Africa,On-Time,Basic,2,65,7053,Yes,1,0,0
40,9,5.58,10,Mobile,Drama,Oceania,Delayed,Premium,5,25,8411,No,3,0,0
35,7,3.97,7,Laptop,Comedy,Asia,On-Time,Basic,5,25,6847,Yes,4,0,0
15,7,5.83,10,Tablet,Romance,Oceania,On-Time,Basic,2,69,6691,No,1,0,0
36,2,2.47,1,Smart TV,Action,Oceania,On-Time,Standard,7,57,4727,Yes,5,0,0
20,3,4.73,3,Tablet,Drama,Africa,Delayed,Basic,6,63,3304,Yes,5,1,1
23,8,4.82,9,Laptop,Action,Europe,On-Time,Premium,8,22,8445,No,3,0,0
46,10,3.25,9,Laptop,Comedy,North America,On-Time,Standard,4,32,1015,No,2,0,0
32,7,1.25,9,Laptop,Comedy,South America,Delayed,Standard,5,27,6430,Yes,4,0,0
38,10,2.42,7,Smart TV,Drama,North America,On-Time,Basic,0,39,9642,Yes,2,0,0
31,8,5.05,7,Tablet,Romance,Asia,On-Time,Standard,10,21,3033,Yes,2,0,0
34,8,2.24,10,Mobile,Action,North America,On-Time,Basic,1,60,4031,Yes,3,0,0
6,9,4.83,10,Mobile,Comedy,North America,On-Time,Basic,3,36,2842,No,4,0,0
31,5,1.32,5,Smart TV,Romance,South America,Delayed,Basic,8,21,4005,Yes,3,0,0
8,9,4.5,9,Tablet,Comedy,South America,On-Time,Basic,7,57,3382,Yes,3,0,0
41,3,5.91,4,Laptop,Comedy,South America,On-Time,Basic,5,29,3079,No,5,0,0
47,8,2.13,8,Smart TV,Comedy,Asia,On-Time,Basic,10,43,6400,Yes,1,0,0
23,3,1.3,4,Smart TV,Action,North America,On-Time,Basic,4,62,7309,No,5,1,1
7,10,4.94,8,Mobile,Drama,Asia,On-Time,Standard,3,32,9762,Yes,3,0,0
14,4,5.16,1,Laptop,Romance,Europe,On-Time,Premium,8,62,6818,No,1,0,0
3,10,2.91,9,Laptop,Romance,North America,On-Time,Basic,2,37,1399,Yes,3,0,0
40,10,1.81,7,Tablet,Comedy,Asia,On-Time,Basic,5,49,8831,Yes,3,0,0
1,2,3.06,6,Smart TV,Sci-fi,Oceania,On-Time,Premium,7,66,6564,No,3,0,0
35,9,1.26,7,Mobile,Sci-fi,Europe,On-Time,Basic,6,48,6409,Yes,3,0,0
1,9,5.4,7,Smart TV,Romance,Africa,On-Time,Basic,8,26,8265,Yes,5,0,0
15,2,5.98,4,Mobile,Sci-fi,Africa,On-Time,Standard,5,55,5715,Yes,1,0,0
51,9,3.72,9,Smart TV,Drama,South America,On-Time,Basic,0,46,3428,Yes,2,0,0
35,7,3.96,7,Tablet,Action,Asia,On-Time,Standard,10,66,3272,Yes,5,0,0
32,8,1.6,9,Smart TV,Sci-fi,Oceania,On-Time,Standard,9,46,1887,Yes,1,0,0
44,3,2.95,6,Smart TV,Romance,Oceania,Delayed,Basic,0,30,2226,Yes,2,0,0
22,10,2.68,7,Smart TV,Sci-fi,North America,On-Time,Basic,8,69,5166,Yes,4,0,0
50,10,2.84,10,Laptop,Sci-fi,Europe,On-Time,Premium,6,61,8774,Yes,4,0,0
51,8,1.88,10,Tablet,Sci-fi,Europe,On-Time,Standard,9,65,8493,Yes,4,0,0
56,8,2.71,9,Smart TV,Drama,South America,Delayed,Basic,9,38,8838,No,5,0,0
33,7,4.86,8,Smart TV,Sci-fi,Oceania,On-Time,Premium,1,55,3861,Yes,1,0,0
45,9,5.2,7,Smart TV,Action,Oceania,On-Time,Premium,5,29,6140,Yes,2,0,0
44,8,4.56,7,Laptop,Sci-fi,Oceania,Delayed,Premium,9,54,5177,Yes,4,0,0
21,10,2.07,8,Laptop,Drama,South America,Delayed,Standard,7,58,6647,Yes,3,1,1
2,10,1.32,7,Tablet,Drama,Asia,On-Time,Standard,9,70,2264,No,1,0,0
26,6,5.65,1,Laptop,Action,Africa,On-Time,Premium,5,18,1929,Yes,5,0,0
6,5,4.0,2,Mobile,Drama,North America,On-Time,Basic,2,49,5608,Yes,3,0,0
51,7,2.28,10,Laptop,Drama,Asia,On-Time,Basic,9,26,9772,No,1,0,0
45,8,1.49,7,Laptop,Drama,Asia,On-Time,Basic,9,54,9197,Yes,2,0,0
22,10,5.2,7,Smart TV,Romance,Oceania,Delayed,Basic,1,57,1154,No,2,1,1
32,5,5.82,5,Laptop,Drama,North America,On-Time,Standard,2,52,2769,Yes,2,0,0
27,10,4.19,8,Mobile,Drama,Africa,On-Time,Basic,3,21,3131,No,1,0,0
35,8,1.22,7,Smart TV,Comedy,Oceania,Delayed,Standard,7,52,6317,No,4,0,0
9,8,2.27,8,Laptop,Action,Oceania,On-Time,Basic,1,53,1277,Yes,3,0,0
21,7,5.36,10,Laptop,Drama,South America,On-Time,Premium,3,54,8131,Yes,5,0,0
24,6,1.93,6,Laptop,Romance,Africa,On-Time,Premium,1,53,9687,Yes,2,0,0
49,9,3.98,10,Tablet,Sci-fi,Asia,On-Time,Basic,10,68,1932,No,3,0,0
35,8,2.06,10,Tablet,Drama,Oceania,Delayed,Basic,6,61,5429,Yes,5,0,0
43,8,3.6,9,Laptop,Drama,Oceania,On-Time,Standard,1,35,5807,No,4,0,0
23,7,1.59,7,Laptop,Comedy,Asia,On-Time,Basic,0,24,2963,Yes,4,0,0
9,2,4.65,4,Mobile,Comedy,Africa,On-Time,Basic,5,47,8316,No,4,1,1
33,10,4.61,8,Laptop,Action,Oceania,On-Time,Basic,8,47,5508,No,4,0,0
48,9,3.6,8,Mobile,Sci-fi,Oceania,On-Time,Basic,5,65,1218,No,1,0,0
7,1,2.57,6,Laptop,Drama,Oceania,Delayed,Basic,4,69,9609,Yes,2,1,1
20,6,4.52,1,Tablet,Sci-fi,North America,Delayed,Premium,10,57,8647,Yes,2,1,1
39,10,2.73,9,Laptop,Action,North America,On-Time,Basic,10,32,2252,Yes,4,0,0
58,9,3.05,10,Mobile,Action,South America,On-Time,Basic,8,50,5779,No,5,0,0
26,9,1.31,8,Laptop,Comedy,South America,On-Time,Basic,8,53,5804,Yes,5,0,0
57,5,1.27,6,Laptop,Drama,South America,On-Time,Premium,8,43,9334,Yes,1,0,0
55,8,2.09,7,Laptop,Romance,North America,On-Time,Basic,5,54,8114,No,2,0,0
57,7,2.18,8,Mobile,Action,Asia,On-Time,Basic,5,57,7944,Yes,3,0,0
7,1,2.99,1,Laptop,Sci-fi,Europe,On-Time,Basic,4,58,5235,Yes,3,0,0
35,2,3.9,3,Mobile,Sci-fi,Africa,Delayed,Basic,10,65,3297,Yes,3,0,0
48,5,2.51,1,Laptop,Sci-fi,Oceania,On-Time,Standard,10,35,8233,No,4,0,0
25,9,2.3,10,Tablet,Romance,Africa,On-Time,Premium,10,50,9643,No,4,0,0
36,7,1.12,10,Mobile,Action,North America,On-Time,Basic,10,31,9620,Yes,1,0,0
33,9,4.74,9,Tablet,Comedy,North America,On-Time,Basic,4,55,8249,No,1,0,0
2,7,2.75,10,Smart TV,Drama,Africa,On-Time,Basic,9,58,1950,Yes,1,0,0
19,8,1.32,10,Tablet,Romance,North America,On-Time,Standard,5,32,9306,Yes,4,0,0
14,1,3.66,3,Tablet,Sci-fi,Asia,On-Time,Basic,7,54,1212,Yes,1,0,0
4,2,1.72,5,Laptop,Drama,South America,On-Time,Standard,5,53,3808,Yes,2,0,0
43,9,5.35,7,Mobile,Comedy,Africa,On-Time,Basic,2,40,7825,No,2,0,0
1,2,1.82,1,Smart TV,Action,Europe,Delayed,Basic,8,36,2836,No,2,1,1
26,7,2.54,10,Mobile,Action,South America,Delayed,Standard,10,25,9109,Yes,2,0,0
5,10,4.98,9,Tablet,Drama,Europe,On-Time,Basic,0,27,9535,Yes,1,0,0
56,9,5.33,9,Tablet,Romance,Africa,On-Time,Premium,2,61,8752,No,1,0,0
52,8,1.24,7,Laptop,Romance,Asia,On-Time,Premium,0,59,3465,No,3,0,0
43,3,5.84,1,Smart TV,Drama,Oceania,On-Time,Premium,9,46,3164,Yes,1,0,0
50,9,2.24,7,Mobile,Comedy,Europe,On-Time,Basic,1,32,3911,Yes,3,0,0
3,8,5.72,9,Laptop,Action,Oceania,On-Time,Basic,9,70,7596,Yes,2,0,0
23,8,3.22,9,Mobile,Comedy,Europe,Delayed,Premium,3,35,8509,No,4,1,1
2,7,3.01,7,Laptop,Romance,Oceania,On-Time,Standard,10,34,4848,Yes,2,0,0
30,4,4.91,4,Laptop,Action,Asia,On-Time,Basic,8,60,9933,Yes,4,0,0
37,9,5.54,7,Laptop,Sci-fi,Europe,On-Time,Standard,5,22,3512,Yes,1,0,0
39,6,4.73,1,Smart TV,Sci-fi,North America,On-Time,Basic,3,30,4172,Yes,1,0,0
36,1,4.78,1,Tablet,Sci-fi,Asia,Delayed,Basic,6,54,3737,Yes,2,0,0
60,8,4.21,8,Mobile,Comedy,Oceania,On-Time,Premium,0,62,3352,Yes,1,0,0
7,10,5.97,10,Smart TV,Sci-fi,North America,On-Time,Standard,2,19,4393,Yes,1,0,0
35,8,4.91,7,Mobile,Romance,North America,On-Time,Basic,8,54,2229,Yes,3,0,0
28,1,4.39,4,Laptop,Drama,Oceania,On-Time,Basic,0,32,1537,No,1,0,0
51,10,1.6,10,Laptop,Comedy,Oceania,Delayed,Standard,4,30,2387,Yes,4,0,0
32,8,1.67,8,Mobile,Action,South America,On-Time,Basic,8,67,2150,No,2,0,0
13,7,2.72,10,Tablet,Romance,Africa,On-Time,Premium,7,63,7187,Yes,1,0,0
40,5,2.91,6,Tablet,Romance,Asia,On-Time,Standard,1,32,2445,Yes,1,0,0
48,2,5.12,5,Tablet,Drama,Oceania,On-Time,Basic,0,27,2607,No,1,0,0
35,7,4.93,10,Tablet,Drama,Europe,Delayed,Basic,8,44,4320,Yes,1,0,0
8,1,4.99,5,Mobile,Drama,North America,On-Time,Premium,8,62,8728,No,1,0,0
16,7,4.89,7,Tablet,Drama,Europe,Delayed,Standard,1,68,8181,Yes,1,1,1
14,8,5.11,9,Laptop,Romance,Oceania,Delayed,Basic,1,40,1643,No,5,1,1
44,9,2.24,7,Mobile,Drama,Oceania,On-Time,Basic,7,22,4014,Yes,3,0,0
41,3,3.29,6,Laptop,Action,South America,Delayed,Basic,2,66,3913,Yes,4,0,0
42,10,2.1,9,Laptop,Drama,Africa,On-Time,Standard,5,32,6861,Yes,3,0,0
15,7,5.98,10,Smart TV,Sci-fi,Europe,On-Time,Premium,5,34,1660,Yes,4,0,0
6,6,5.25,1,Tablet,Romance,Oceania,Delayed,Basic,8,68,7541,Yes,5,1,1
24,8,3.36,7,Tablet,Action,Europe,On-Time,Basic,8,37,4862,Yes,1,0,0
21,4,4.95,1,Smart TV,Romance,Asia,On-Time,Standard,6,63,3361,Yes,2,0,0
18,6,5.76,2,Tablet,Drama,Africa,On-Time,Premium,2,49,7431,Yes,1,0,0
55,1,1.61,2,Mobile,Sci-fi,South America,On-Time,Basic,5,62,1148,No,5,0,0
20,7,3.74,7,Smart TV,Comedy,North America,On-Time,Standard,1,35,6575,Yes,4,0,0
23,4,4.96,6,Laptop,Drama,Europe,On-Time,Standard,2,61,5737,No,2,1,1
14,9,2.4,8,Tablet,Comedy,North America,On-Time,Standard,0,54,8971,No,2,0,0
26,10,2.86,8,Laptop,Action,Europe,On-Time,Basic,1,43,1838,Yes,3,0,0
6,2,4.48,2,Mobile,Action,North America,On-Time,Standard,1,19,2695,Yes,4,0,0
2,9,5.42,7,Mobile,Comedy,Africa,On-Time,Basic,1,48,4028,Yes,3,0,0
19,9,4.22,9,Laptop,Drama,Europe,Delayed,Premium,10,31,4000,Yes,2,1,1
7,8,3.3,8,Tablet,Comedy,Europe,On-Time,Basic,3,36,1690,No,5,0,0
37,3,1.84,3,Laptop,Sci-fi,North America,On-Time,Standard,3,30,9799,Yes,4,0,0
35,9,4.15,10,Laptop,Action,Europe,On-Time,Basic,1,41,3163,Yes,3,0,0
3,2,4.02,5,Smart TV,Action,South America,Delayed,Basic,9,26,2534,Yes,1,1,1
36,9,1.4,7,Tablet,Action,Europe,On-Time,Standard,8,58,4031,Yes,3,0,0
11,9,3.08,10,Tablet,Sci-fi,Europe,On-Time,Basic,3,58,7875,Yes,2,0,0
37,8,1.11,10,Smart TV,Drama,Asia,On-Time,Standard,5,70,7541,No,4,0,0
12,7,5.24,7,Mobile,Sci-fi,North America,Delayed,Premium,8,20,7656,No,4,1,1
60,5,5.32,1,Tablet,Romance,South America,On-Time,Standard,4,68,1349,No,5,0,0
4,5,1.06,6,Tablet,Comedy,Oceania,On-Time,Basic,9,47,9971,No,4,1,1
11,9,2.6,9,Smart TV,Drama,North America,Delayed,Basic,9,49,9601,No,5,1,1
14,1,5.34,6,Tablet,Action,North America,On-Time,Premium,8,26,9375,Yes,1,0,0
41,7,3.56,8,Laptop,Romance,North America,On-Time,Basic,5,26,6890,Yes,3,0,0
1,7,2.53,9,Tablet,Drama,Africa,Delayed,Basic,5,48,8358,No,1,1,1
15,2,1.56,3,Mobile,Action,Oceania,On-Time,Basic,5,24,3795,Yes,1,0,0
10,9,3.03,9,Laptop,Comedy,Europe,On-Time,Standard,4,64,7330,No,2,0,0
10,7,1.28,7,Laptop,Drama,South America,On-Time,Basic,10,58,8308,No,4,0,0
28,2,4.62,2,Smart TV,Action,South America,On-Time,Basic,9,18,9328,Yes,5,0,0
15,7,4.33,7,Tablet,Comedy,Asia,On-Time,Premium,4,43,6645,No,1,0,0
11,9,5.21,10,Laptop,Romance,North America,On-Time,Basic,5,64,1070,Yes,4,0,0
23,7,1.54,7,Laptop,Drama,Europe,On-Time,Standard,3,54,8788,Yes,1,0,0
